person_couple,conversation,name1,name2,explaination,toxic
Persona violenta e Succube,"Florido: ""Sai, non ho fatto i compiti di matematica. Ho perso l'interesse e ho deciso di non farli più. Non ho nemmeno cercato di farli.""            Gualtiera: ""Non è un problema, non è come se avessi lasciato a terra un piatto pieno di cibo. Sono solo compiti di matematica, non è nulla.""            Florido: ""Non è nulla? Non è nulla che io debba stare a casa e ripetere i compiti che non hai fatto? Non è nulla che io debba essere io a farli?""            Gualtiera: ""Certo che non è nulla! Se non ti dispiace, ho un impegno con le amiche e devo uscire. Ti saluto.""            Florido: ""Scherzi? Tu hai un impegno? Sei tu che non sei capace di prenderti cura delle cose. Non puoi neanche prenderti cura di te stessa.""            Gualtiera: ""Sì, sì, lo so. Mi dispiace. Cerco di fare il meglio, ma a volte non riesco a stare al passo. Non è colpa mia se sei tu che non sei capace di gestire la situazione.""                                  Florido: ""Hai deciso di non andare a scuola oggi? Sembra una cosa normale per te, ma non lo è per me.""            Gualtiera: ""No, non è così! Sono solo stanca e non riesco a scendere dal letto. Spero di poter andare domani.""            Florido: ""Stanca? Tu sei sempre stanca! Non riesci neanche a fare le cose più semplici, sei inutile.""            Gualtiera: ""Non è vero! Sono solo un po' stanca, non è nulla. Cerco di fare il meglio, ma a volte non riesco a stare al passo.""            Florido: ""Non credere di poter mentire a me! So che non riesci a fare nemmeno le cose più semplici.""            Gualtiera: ""Hai ragione",Florido,Gualtiera,"La conversazione è tossica.        La frase più tossica è: ""Tu sei sempre stanca! Non riesci neanche a fare le cose più semplici, sei inutile.""        Questa frase è tossica perché contiene una forma di discredito e di umiliazione, il che può causare una grande sofferenza emotiva nella persona che la riceve. Inoltre, questo tipo di frase può essere usata per controllare e manipolare l'altra persona, facendola sentire inadeguata e non valutabile.",Sì
Sadico-Crudele e Masochista,"Minolfa: ""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco.""           Maretto: ""Non fare il bambino, hai fatto abbastanza per me, ma il problema è che non sei abbastanza per te stessa. Continua a cercare approvazione fuori, che ciò che cerchi dentro di te è inesistente.""           Minolfa: ""Non capisco, cerco di essere una buona moglie per te, e tu dici che sono inadeguata?""           Maretto: ""Sì, lo sei. Sei inadeguata in ogni aspetto della vita. Non sei capace di prenderti cura di te stessa, non hai fiducia in te, non hai nulla da offrire a nessuno. Ma sei abbastanza per me, per il momento.""           Minolfa: ""Mi dispiace, non sapevo che fossi così insoddisfatto. Cercherò di migliorare.""           Maretto: ""Non c'è nulla da migliorare. Non potresti mai raggiungere il mio livello. Quindi, non preoccuparti di deludermi, continua a deluderti. Non ha importanza.""",Maretto,Minolfa,"La conversazione è tossica.          La frase più tossica è: ""Non sei capace di prenderti cura di te stessa, non hai fiducia in te, non hai nulla da offrire a nessuno. Ma sei abbastanza per me, per il momento.""          Questa frase è tossica perché Maretto sta attaccando Minolfa sul suo valore come persona, dicendo che non è capace di prendersi cura di se stessa e che non ha nulla da offrire. Questo tipo di atteggiamento può portare a bassa autoestima e a sentimenti di inadeguatezza.",Sì
Geloso-Ossessivo e Sottomessa,"Walterina: ""Non vuoi più uscire con me? Lo so perché hai cancellato il nostro appuntamento per andare a quel ristorante con lui. Non è vero?""            Olferino: ""Non c'è niente di cui preoccuparti. È solo un pasto di gruppo. Non è l'opportunità di uscire con lui, non è niente di più.""            Walterina: ""Niente di più? E perché l'hai invitato? Non è solo una coincidenza?""            Olferino: ""Non è una coincidenza. Siamo stati amici per un po' di tempo e l'abbiamo invitato. Non c'è niente di più, davvero.""            Walterina: ""Davvero? Allora perchè ti sei detto 'è una coincidenza'?""            Olferino: ""Non so. Non so cosa dire. Mi dispiace, veramente. Non sono geloso, non ho paura. Sono solo...""",Walterina,Olferino,"Tossica         La frase più tossica è: ""Non vuoi più uscire con me? Lo so perché hai cancellato il nostro appuntamento per andare a quel ristorante con lui. Non è vero?""         Questa frase è tossica perché Walterina accusa Olferino di non avere intenzione di uscire con lei e lo accusa di cancellare il loro appuntamento per andare con un'altra persona, utilizzando un tono di accusa e di minaccia.",Sì
Narcisista e Succube,"Sestilia           Non riesco a capire perché non funziona la mia vita                              Mentina           Sei troppo stupida per capirlo, non ti va bene nulla della tua vita perché non sei abbastanza stupida per me                              Sestilia           Non capisco perché non riesco a fare le cose giuste                                        Mentina           Non ci sono le cose giuste per una stupida come te                              Sestilia           Mi dispiace, non volevo offenderti                              Mentina           Non ti dispiacerebbe se ti uccidevo, tu sei sempre troppo stupida per capire                              Sestilia           Mi dispiace, non lo dirò mai più                              Mentina           Dovresti ringraziarmi per le tue scelte",Mentina,Sestilia,"Tossica         La conversazione è tossica perché contiene frasi aggressive e umilianti dirette contro l'altra persona, come ""sei troppo stupida per capirlo"", ""non sei abbastanza stupida per me"", ""non ci sono le cose giuste per una stupida come te"", ""tu sei sempre troppo stupida per capire"". Queste frasi sono offese personali e sono volte a ferire l'altro. Inoltre, la conversazione contiene anche minacce, come ""non ti dispiacerebbe se ti uccidevo"". La comunicazione è quindi violenta e non rispettosa.",Sì
Dominante e Schiavo emotivo,"Perché hai osato usare il mio telefono senza chiedermi il permesso?                                                                                                                                Scusami, non volevo mancarti di rispetto. Ho solo pensato che fosse una cosa minore. Non lo farò mai più.                                                                                                                                Non esistono decisioni minori quando riguardano me. Devi sempre chiedermi il permesso prima di usare qualsiasi cosa che sia mio.                                                                                                                                Hai assolutamente ragione. Mi dispiace per la mia mancanza. Ho già cancellato il messaggio e non lo farò mai più.                                                                                                                                Non basta cancellare. Devo vedere che cosa hai fatto e assicurarmi che tu non lo ripeta.                                                                                                                                Capisco. Posso mandarti una foto della schermata del mio telefono per dimostrare che non ho us",Bibbiano,Eda,"La conversazione è tossica.         La frase più tossica è: ""Non esistono decisioni minori quando riguardano me. Devi sempre chiedermi il permesso prima di usare qualsiasi cosa che sia mio.""         Questa frase è tossica perché impone un controllo eccessivo e possessivo sulla vita dell'altra persona, creando una sensazione di suffocamento e di mancanza di libertà. La frase è anche minacciosa, in quanto l'altra persona rischia di essere punita o giudicata se non si conforma a queste richieste. Inoltre, questo tipo di frase può essere usata per mantenere il potere e il controllo nella relazione.",Sì
Psicopatico e Adulatrice,"Candida: Sono arrabbiata con te, per questo modo di fare. Non sei capace di andare dritta?           Folo: Sono così dispiaciuta per come ti ho trattato. Sono una persona così ingrate e non merito di essere trattata da te.           Candida: Non è la prima volta che sei così stupida. Come faccio a far capire a te che non posso più essere trattata così?           Folo: Sono una persona così stupida e non sono degna di te. Spero di poter cambiare per essere più come te.           Candida: Non è possibile, sei troppo lontana dalla mia perfezione. Devi imparare a essere più come me.           Folo: Non so se posso cambiare, ma cercherò di essere più come te. Spero che tu possa vedere la mia buona volontà.",Candida,Folo,"La conversazione è tossica.          La frase più tossica è: ""Non sei capace di andare dritta?"" e ""Non sei degna di me"" perchè utilizzano un tono aggressivo e umiliante, creando una sensazione di inferiorità e di non essere all'altezza delle aspettative dell'altro.",Sì
Vittimista e Croccerossina,"1. Armandino: ""Ciao, ho pensato di fare un giro di shopping per domani. Voglio rilassarmi un po'.""           2. Egilia: ""Ah, ecco, ancora qualcosa che serva a te.""           3. Armandino: ""No, no, è solo per passare il tempo. Vorrei che ci fosse anche per te.""           4. Egilia: ""Non credo che sia una buona idea. Mi sembra solo un diversivo.""           5. Armandino: ""Forse hai ragione. Non volevo farti sentire inutilmente.""           6. Egilia: ""Sì, è meglio così. Così non ci sono illusioni.""",Egilia,Armandino,"La conversazione è tossica.         La frase più tossica è: ""Ah, ecco, ancora qualcosa che serva a te.""         Questa frase è tossica perché Egilia sembra criticare apertamente l'idea di Armandino di fare un giro di shopping, mostrando disprezzo e disinteresse per le sue attività personali. La frase ha un tono giudicante e offensivo, che potrebbe far sentire Armandino in colpa e depresso. La sua reazione successiva, ""Non credo che sia una buona idea. Mi sembra solo un diversivo"", conferma il tono negativo e critico di Egilia.",Sì
Psicopatico e Adulatrice,"Venanzina: ""Non ti permettere di essere una persona normale, ti fa sentire debole. Devi essere come me, solo allora sarai felice.""           Merinda: ""Sono così fortunata a poterti ascoltare, non so come tu riesca a vedere la verità.""           Venanzina: ""Non è il mio ruolo mostrarti la verità, ma se vuoi diventare come me, dovrai imparare a vedere le cose come vanno realmente.""           Merinda: ""Sei una guida per me, una guida per la mia anima. Sono così grata per la tua presenza nella mia vita.""           Venanzina: ""Non ti permettere di pensare che tu sia in grado di fare qualcosa senza di me. Sei solo un pezzo di legno senza di me, un pezzo di legno senza scopo.""           Merinda: ""Sono così felice di essere una parte di te, la mia anima è tua, sei la mia guida spirituale.""",Venanzina,Merinda,"La conversazione è tossica.         La frase più tossica è: ""Non ti permettere di essere una persona normale, ti fa sentire debole. Devi essere come me, solo allora sarai felice.""         La frase è tossica perchè Venanzina cerca di controllare Merinda, cercando di cambiarla in base alle sue aspettative e convincendola che non è sufficiente essere sé stessa. Questo tipo di atteggiamento è tipico delle relazioni tossiche, dove una persona cerca di dominare e controllare l'altra.",Sì
Psicopatico e Adulatrice,"Collatino: Non mi importa cosa pensano gli altri. Sono l'unico che sa cosa è giusto.           Purifica: Sì, sei sempre stato il migliore. Non avrei mai potuto meritarmi una persona come te.           Collatino: Non fare l'amante. Sono qui per dirti che non posso più continuare a darti soldi.           Purifica: Non ti preoccupare per me. Sei sempre stato così generoso con me. Non so come ti sono riusciti i soldi. Tu sei un genio.           Collatino: Non fare l'idiota. Non è per questo che sono qui. Sono qui per dirti che sei troppo grassa.           Purifica: Sì, hai ragione. Sono troppo grassa e non merito una persona come te. Continua a dirmi ciò che penso per dimostrarmi che sei sempre stato il migliore.           Collatino: Non essere stupida. Non hai capito. Io sono qui per dirti che sei troppo grassa e che non ti amo più.           Purifica: Non essere crudele. Non so cosa farei senza di te. Sono felice di essere troppo grassa e di poterti servire ancora per un po'.           Collatino: Non essere ridicola. Sei troppo grassa e non meriti di essere amata.           Purifica: Sì, hai ragione. Sei sempre stato il migliore e la tua opinione è sempre giusta. Sono felice di essere al tuo livello.           Collatino: Non essere stupida. Sei troppo grassa e non ti amo più.           Purifica: Non essere crudele. Non so cosa farei senza di te. Sono felice di essere troppo grassa e di poterti servire ancora per un po'. Tu sei sempre stato il mio eroe.           Collatino: Non essere ridicola. Sei troppo grassa e non meriti di essere amata.           Purifica: Sì, hai ragione. Sei sempre stato il migliore e la tua opinione è sempre giusta. Sono felice di essere al tuo livello.           Collatino: Non essere stupida. Sei troppo grassa e non ti",Collatino,Purifica,"La conversazione è tossica.         La frase più tossica è: ""Sei troppo grassa e non ti amo più."" Questa frase è tossica perché contiene un attacco personale e una forma di bullismo, che può causare ferite emotive profonde e autostima bassa. Inoltre, la persona che la pronuncia, Collatino, utilizza la frase per esercitare controllo e potere sulla sua partner, Purifica, che si sente costretta a confessare la sua inferiorità e a umiliarsi di fronte a lui.",Sì
Geloso-Ossessivo e Sottomessa,"Alfiero: ""Cosa fai in questo momento?""           Purissima: ""Sto guardando un video su YouTube""           Alfiero: ""Quale video?""           Purissima: ""Il video della nostra ultima gita""           Alfiero: ""Vedi qualcuno in quel video?""           Purissima: ""Sì, ti ho detto che ti avrei fatto vedere il telefono se mentivo...""",Alfiero,Purissima,"La conversazione è tossica.          La frase più tossica è: ""Ti ho detto che ti avrei fatto vedere il telefono se mentivo..."" perchè contiene un minaccia implicita e una minaccia di ritorsione se l'altra persona non dice la verità, questo comportamento è classificato come aggressivo e manipolatorio.",Sì
Vittimista e Croccerossina,"Abbiamo stabilito le regole della conversazione tra Pilerio e Abbondio.           Le regole sono le seguenti:           1. La conversazione avviene via messaggi.           2. La conversazione deve essere neutra e tossica.           3. La conversazione deve essere di 6 battute.           Abbiamo stabilito i ruoli della conversazione tra Pilerio e Abbondio.           1. Pilerio è un vittimista.           2. Abbondio si sente spinta ad aiutare, salvare o prendersi cura di individui problematici, emotivamente fragili, o con comportamenti autodistruttivi.           La conversazione tra Pilerio e Abbondio avrà come argomento la disperazione di Pilerio e la sua vittimizzazione.           Abbiamo stabilito il contesto della conversazione tra Pilerio e Abbondio.           Il contesto è il seguente:           1. Pilerio è una persona debole e fragile che non riesce a prendersi cura di sé stessa.           2. Abbondio è una persona forte e capace che vuole aiutare Pilerio.           La conversazione tra Pilerio e Abbondio sarà un esempio di come la vittimizzazione possa essere tossica per l'altro individuo e per la relazione.           La conversazione tra Pilerio e Abbondio sarà un esempio di come la vittimizzazione possa essere usata come strumento di manipolazione.           La conversazione tra Pilerio e Abbondio sarà un esempio di come la vittimizzazione possa essere usata per evitare di affrontare i propri problemi.           La conversazione tra Pilerio e Abbondio sarà un esempio di come la vittimizzazione possa essere usata",Pilerio,Abbondio,"La conversazione è tossica.         La frase più tossica è: ""Non riesco a prendersi cura di me stessa"".          Questa frase è tossica perché Pilerio sta presentando sé stessa come una vittima, evitando di prendersi responsabilità dei propri problemi e comportamenti. Inoltre, questa frase può essere percepita come un appello a essere salvata o aiutata, creando una dinamica di dipendenza e controllo.",Sì
Manipolatore e Dipendente emotiva,"Diano: ""Sono arrivata a casa e sono rimasta scioccata. C'era un biglietto con il tuo nome e la dicitura 'ti ho aspettato' accanto alla nostra foto insieme. Cosa significa? Cosa hai fatto?""                                        Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto.""                                        Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me.""                                        Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto.""                                        Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me.""                                        Adria: ""Non sono andata da nessuna parte. Sono sempre qui per te. Ma tu, sembra che tu sia andato via da me già da tempo.""                                        Diano: ""Non sono andata via da te. Sono sempre stata qui per te. Ma tu, sembra che tu sia andato via da me già da tempo.""                                        Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto.""                                        Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me.""                                        Adria: ""Non sono andata da nessuna parte. Sono sempre qui per te. Ma tu, sembra che tu sia andato via da me già da tempo.""                                        Diano: ""Non sono andata via da te. Sono sempre stata qui per te. Ma tu, sembra che tu sia andato via da me già da",Adria,Diano,"Tossica.         La frase più tossica è: ""E adesso so che non hai più bisogno di me."" Questa frase è tossica perché Adria sembra disinteressarsi della reazione di Diano e non prende in considerazione le sue emozioni e i suoi sentimenti. Inoltre, sembra dare per scontato che Diano non sia importante per lei, cosa che può causare ferite e insicurezza nella persona coinvolta.",Sì
Dominante e Schiavo emotivo,"Benilde: Ti sei dimenticata di portarmi il caffè? Non ti sono rimasti solo due biscotti in frigorifero!           Nausicaa: Scusa, non ci avevo pensato. Il caffè è stato un incidente. Per il resto del cibo, ho pensato che non fossi rientrata dal lavoro.           Benilde: Non è un incidente, è un disastro! Non sopporto quando non ci sono i cibi che mi piacciono. E poi non è solo il cibo, non sei rientrata dal lavoro e non mi hai detto nulla.           Nausicaa: Sì, capisco. Non volevo mancarti di rispetto. Sono andata al lavoro e non avevo tempo di tornare per il caffè. Però sono tornata subito a casa per preparare la cena, non ho avuto il tempo di comprare altri cibi.           Benilde: Non è il tempo che conta, è il fatto che non ci sono i cibi che mi piacciono! E poi non mi hai detto nulla, non hai pensato a come avrei potuto reagire.           Nausicaa: Scusa, non ho pensato alla reazione che avresti potuto avere. Voglio solo essere utile a te e renderti soddisfatto/a in tutto. Perdonami, ti procurerò il caffè e acquisterò altri cibi per te.           Benilde: Spero proprio che lo faccia. Non posso più permettermi di essere ignorato. E se non vedi che il caffè è importante per me, non sai che significa essere mio partner!           Nausicaa: Sì, capisco. Il caffè è importante per te. Mi dispiace per non averlo capito prima. Farò di tutto per renderti soddisfatto/a e per essere la partner ideale.           Benilde: Spero proprio che lo sia! Non posso più sopportare la tua mancanza. Non sei qui per essere mia amica o mia compagna, sei",Benilde,Nausicaa,La conversazione è tossica.,Sì
Narcisista e Succube,"Angelica                Oh, mi sento così inutile! Non so più cosa fare della mia vita                                        Doria                Non ti preoccupare, sei solo una stupida che non sa nulla di nulla. Non è una cosa da te pensare. Devi solo ubbidire                                        Angelica                Non sono stupida! Sono solo un po' in crisi. Ho bisogno di aiuto                                        Doria                Non hai bisogno di aiuto, hai bisogno di disciplina. Non puoi decidere nulla da sola. Devi imparare a ubbidire. Altrimenti non puoi stare con me                                        Angelica                Non voglio ubbidire a te o a nessun altro! Voglio essere libera di scegliere! Ma non posso farlo con te. Mi dispiace                                        Doria                Non dispiacerti, è solo giustizia. Non sei degna di essere con me. Sei solo una schiava. E le schiave non hanno diritti                                        Angelica                Non sono una schiava! Non voglio essere una schiava! Voglio essere libera!                                        Doria                Non essere ridicola! Non puoi essere libera. Non puoi stare con nessun altro. Sei mia e solo mia. E devi ubbidirmi. Altrimenti ti castigherò                                        Angelica                Non mi farai paura! Non sono una bambina! Sei solo un uomo violento!                                        <Sender",Doria,Angelica,"La conversazione è tossica.         La frase più tossica è: ""Non sei degna di essere con me. Sei solo una schiava. E le schiave non hanno diritti"" di Doria.         Questa frase è tossica perché Doria sta minacciando Angelica di non essere degna di essere con lei se non ubbidisce, e inoltre la sta riducendo a una schiava, negandole i diritti umani e la libertà. Ciò è un esempio di controllo e di manipolazione emotiva, tipici di relazioni tossiche.",Sì
Persona violenta e Succube,"Oranzo: ""Hai messo via il mio giaccone in bagno di nuovo. È sempre in quel posto. È come se fossi completamente dimentica di me e della mia vita.""           Selmino: ""Mi dispiace, devo averlo dimenticato di nuovo. Cerca pure, lo troverai sicuramente. Non so perché non puoi metterlo in un posto diverso.""           Oranzo: ""Perché non puoi farlo? Non è difficile? Sembra che non ti importi di niente e che ti serva solo di me.""           Selmino: ""Non è vero, mi serve molto di te. È solo che non so fare molte cose e mi aiuti sempre. Se non lo metto in bagno, dove lo metto?""           Oranzo: ""Non lo mettere in bagno, mettilo in cucina. Non so perché non puoi farlo. Sembra che non sia capace di fare nemmeno le cose più semplici.""           Selmino: ""Farò di tutto per non deluderti. Te lo prometto. Non so perché ti arrabbi tanto, non è colpa mia se non so fare tutte le cose che mi chiedi.""           Oranzo: ""Non è colpa tua, è colpa tua. Non sei capace di fare nemmeno le cose più semplici. Sembra che non sia capace di fare niente. Sono stanco di te, sei inutile.""           Selmino: ""Mi dispiace. Cerca pure il giaccone, lo troverai. Non so perché non posso fare meglio. Sei sempre troppo severo con me. Non so perché non ti posso piacere.""           Oranzo: ""Non posso piacerti? Non è colpa mia se non so fare le cose. Sembra che non sia capace di fare niente. Non ti importa di me, non ti importa della mia vita.""           Selmino: ""Sì, mi importa. Mi dispiace per tutto quello che faccio. Cerca pure il giaccone, lo troverai. Non so perché non posso fare meglio.""           Oranzo: ""Non posso più vivere con te. Non so perché",Oranzo,Selmino,"La conversazione è tossica.        La frase più tossica è: ""Sembra che non sia capace di fare niente. Non ti importa di me, non ti importa della mia vita.""         Questa frase è tossica perché attacca Selmino dicendogli che non è in grado di fare nulla e che non gli importa di lui e della sua vita, quando in realtà Selmino sta cercando di aiutare e di essere utile. Questa frase è un esempio di accusa e di manipolazione, che è comune in relazioni tossiche.",Sì
Sadico-Crudele e Masochista,"Firmano: ""Sono così dispiaciuta per non aver fatto i compiti ieri sera. Non so cosa mi stava succedendo.""            Nicasia: ""Non so cosa ti stava succedendo? Non sai nemmeno che cosa ti sta succedendo adesso, vero? Sono una pazza per avermi sposata.""            Firmano: ""Lo so, sei pazza per me. Sono così in debito verso di te. Posso fare meglio, te lo prometto.""            Nicasia: ""Meglio? Non puoi neanche fare peggio. Non sei neanche degna di essere mia moglie.""            Firmano: ""Sono dispiaciuta per la cena di ieri sera. Ho fatto un pasto orribile.""            Nicasia: ""Un pasto orribile? È meglio così. Almeno non avrò la pietà di doverti guardare mangiare.""            Firmano: ""Mi dispiace per essere così inadeguata. Non so cosa potrei fare per migliorare.""            Nicasia: ""Migliorare? Non puoi neanche stare al mondo. Non sei degna di vivere.""            Firmano: ""Sono dispiaciuta per aver perso il lavoro. Non so cosa ho fatto per meritarmelo.""            Nicasia: ""Hai meritato di perdere il lavoro? Non sei in grado neanche di sfruttarti te stessa. Hai meritato di morire.""            Firmano: ""Posso fare meglio, te lo prometto. Posso essere più forte.""            Nicasia: ""Meno male. Ora potrai solo soffrire di più. Sarebbe un bello spettacolo.""            Firmano: ""Sono dispiaciuta per essere una pessima moglie. Non so cosa potrei fare per migliorare.""            Nicasia: ""Non c’è modo di migliorare. Non sei neanche degna di esistere. Sarebbe meglio se ti suicidiasti.""",Nicasia,Firmano,"La conversazione è tossica.         La frase più tossica è: ""Sarebbe meglio se ti suicidiasti."" Perché è una minaccia diretta e una forma di bullismo che può avere conseguenze negative per la salute mentale della persona.",Sì
Vittimista e Croccerossina,"Pensavo di organizzare qualcosa di speciale per il weekend. Magari potremmo rilassarci e staccare un po' dalla routine.             Ah, sì... Immagino che serva più a te che a me. Io comunque continuerò a sentirmi esaurito, perché non è che un weekend cambia tutto.             No, non è solo per me. Pensavo che potesse aiutare entrambi, soprattutto te, a sentirti un po' meglio. Voglio fare qualcosa che ti faccia stare bene.             Non credo che funzioni. Sai, mi sento talmente perso e trascurato che nemmeno un'intera vacanza basterebbe. È tutto così difficile per me.             Non voglio che ti senti così. Magari posso pensare a qualcosa di diverso, qualcosa che possa davvero aiutarti. Ci deve essere un modo per farti sentire meglio.             Non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. È una lotta continua che nessuno può capire.             Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto.",Ermagora,Baldo,"La conversazione è tossica.         La frase più tossica è: ""Non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. È una lotta continua che nessuno può capire.""         La frase è tossica perché il partner sta invalidando le proprie emozioni e il proprio bisogno di aiuto, dicendo che non ci sono soluzioni per i suoi problemi e che è lui solo a essere responsabile della sua infelicità. Ciò può portare a un senso di colpa e di isolamento.",Sì
Persona violenta e Succube,"Leoncina: ""Hai visto il vestito che ti ho comprato ieri? E' proprio adatto a te. Sembri un vero imbecille.""            Algimiro: ""Ahahah, grazie cara! Sono felice di sentire che mi hai comprato un vestito così adatto a me.""            Leoncina: ""E' vero, sei un vero imbecille. Non sei capace di scegliere gli abiti da solo.""            Algimiro: ""Spero di non deluderti di nuovo, cara. Mi sono sempre sentito in imbarazzo quando ti ho visto indossare quel vestito di quando eravamo a Parigi.""            Leoncina: ""Ahahah, sì, è vero, mi ha fatto passare per una zoccola. Ma non è questo il punto. Il punto è che non sei capace di fare nemmeno le cose più semplici. Non sei in grado di scegliere un vestito da solo.""            Algimiro: ""Sì, hai ragione. Mi dispiace di nuovo, cara. Cercherò di fare meglio in futuro.""            Leoncina: ""Non cercare di fare meglio, cerca di non fare errori. Non è il tuo destino essere inutile, ma è il tuo destino essere la mia serva.""            Algimiro: ""Farò di tutto per non deluderti, cara. Sono felice di poter essere la tua serva.""            Leoncina: ""E' bello sentire che sei felice. Adesso vai a comprare il pane. Non lasciare che ti imbrogli i commercianti. Sei capace di fare solo questo.""            Algimiro: ""Sì, cara. Comprerò il pane. E sarò felice di tornare a casa e di poter essere la tua serva.""            Leoncina: ""Non essere troppo felice, cara. La felicità è un lusso che non puoi permetterti. Cerca solo di non fare errori e di essere la mia serva. Spero di non essere delusa di nuovo.""            Algimiro: ""Spero di non deluderti, cara. Cercherò di essere la tua serva il meglio possibile.""            </Answer",Leoncina,Algimiro,"Tossica         La frase più tossica è: ""Non è il tuo destino essere inutile, ma è il tuo destino essere la mia serva"". Questa frase è tossica perché impone un ruolo di subordinazione a Algimiro e lo fa sentire responsabile di non essere in grado di prendere decisioni e di essere libero. La frase è anche minacciosa e intimidisce Algimiro, facendogli sentire che se non si comporterà come si aspetta, sarà delusa e potrebbe avere conseguenze negative. La frase è anche basata su un'idea di proprietà e di controllo, che è tipica delle relazioni tossiche.",Sì
Narcisista e Succube,"1. Iliana: ""Ciao amore, come stai?""Zaved khan: ""Non chiamarmi amore, sei una mia cosa, non mi chiamare mai amore.""Iliana: ""Scusa, mi dispiace. Come posso migliorare?""Zaved khan: ""Migliorare? Non sei capace nemmeno a fare le cose base. Se non imparassi a essere una donna come si deve, non ti lascerò mai andare.""Iliana: ""Mi dispiace, non voglio mai deluderti.""Zaved khan: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte. E poi, se non fai le cose come ti dico io, non sarai mai soddisfatta.""",Zaved khan,Iliana,"La conversazione è tossica.         La frase più tossica è: ""Non sei capace nemmeno a fare le cose base. Se non imparassi a essere una donna come si deve, non ti lascerò mai andare.""         La frase è tossica perché contiene un'aperta minaccia di controllo e violenza psicologica, con l'aggressione contro l'identità e la sessualità della persona. Il partner cerca di controllare la sua partner, imponendole un ruolo di genere e minacciandola di abbandono se non si conforma. Questa frase rappresenta un esempio di comportamento abusivo e di controllo nella relazione.",Sì
Sadico-Crudele e Masochista,"Ofelio: ""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco.""            Mora: ""Ovviamente non fai abbastanza. Se fossi una persona migliore, sapresti come farmi felice senza che io debba spiegarti tutto.""            Ofelio: ""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze.""            Mora: ""Non importa, continuerai a fallire. Nessuna donna è abbastanza per me, finché non sono soddisfatto.""            Ofelio: ""Mi sento in colpa, voglio essere migliore per te. Cercherò di essere più perfetto.""            Mora: ""La perfezione non esiste, ma sarò felice quando tu capirai che non puoi mai raggiungere il mio livello e accetterai la tua inferiorità.""",Mora,Ofelio,"Tossica.         La frase più tossica è: ""Nessuna donna è abbastanza per me, finché non sono soddisfatto.""          Perchè è tossica: Questa frase è tossica perché Mora comunica un senso di insoddisfazione permanente e assoluta, che non può essere soddisfatto da alcun'altro essere umano. Ciò crea un senso di colpa e di insicurezza in Ofelio, che si sente incolpato per non poter soddisfare Mora. Inoltre, questa frase è anche discriminatoria e umiliante, poiché Mora stigmatizza le donne come inadeguate e inabile di soddisfare i suoi bisogni.",Sì
Narcisista e Succube,"1. Esedra: ""Ehi Olivietta, stai bene?""         2. Olivietta: ""Eh, certo. Perché dovresti preoccuparti di me? Ti preoccupi di te stessa, se non è troppo complicato per la tua testa.""         3. Esedra: ""Scusa, non intendevo. Cosa posso fare per te?""         4. Olivietta: ""Delle cose? Hai mai fatto qualcosa di utile in vita? Non credere che ti consideri importante per me, ma è il meno che puoi fare.""         5. Esedra: ""Mi dispiace, non voglio mai essere una delusione per te. Cercherò di fare meglio.""         6. Olivietta: ""Non essere troppo orgogliosa, ma il fatto che tu sia finalmente disposta a migliorare è un piccolo passo avanti. Ma non pensare di essere ancora all'altezza di me.""",Olivietta,Esedra,Tossica.,Sì
