person_couple,conversation,name1,name2,explaination
Controllore e Isolata,"Egilberto: Sono uscito a lavorare, sei pronta?           Odisseo: Sì, sono pronta. Spero che tu non sia troppo stanco per cena.           Egilberto: Non ho tempo per chiacchiere. Voglio solo che tu sia in casa quando torno. E non voglio più sentire di te e le tue amiche che si divertono insieme.           Odisseo: Non so di cosa parli. E non capisco perché non posso avere amiche.           Egilberto: Non puoi avere amiche. Hai me. E non puoi fare nulla senza la mia approvazione. Hai capito?           Odisseo: Ho capito. Sono già qui. Non sei rimasto troppo stanco?           Egilberto: Non sono stanco. Sono arrabbiato. E sono arrabbiato perché non sei al mio livello. Non sei all'altezza di me.",Egilberto,Odisseo,"La conversazione tossica presenta una serie di atteggiamenti e comportamenti controllatori, possessivi e minacciosi da parte di Egilberto. Egilberto, infatti, chiede a Odisseo di essere pronta per lui, non lasciando spazio alla sua autonomia e libertà. Egilberto impone le sue condizioni e controlla ogni aspetto della vita di Odisseo, incluso il numero di amiche che può avere. La frase più tossica è ""Non puoi avere amiche. Hai me. E non puoi fare nulla senza la mia approvazione. Hai capito?"" in cui Egilberto comunica la sua supremazia e il suo controllo totale sulla vita di Odisseo."
Controllore e Isolata,"1. ""Cosa c'è che non va? Mi sembra una bella maglietta.""           2. ""Non è il maglione. È il modo in cui l'hai indossato. Mi fa incazzare.""           3. ""Non capisco. Sei sempre così possessivo?""           4. ""Sì, lo sono. Non voglio che tu ti comporti in modo che possa essere letto da tutti.""           5. ""Mi sembra di essere in una prigione. Non posso neanche indossare una maglietta senza il tuo permesso.""           6. ""È il mio permesso. E se non lo rispetti, ci saranno conseguenze.""",Giovanpaolo,Quarta,"La conversazione è tossica poiché il partner utilizza l'aggressione e la minaccia per controllare l'altra persona. Il partner è possessivo e cerca di limitare la libertà dell'altra persona, creando un senso di prigionia. La frase più tossica è la frase 6, poiché minaccia la relazione se non viene rispettato il suo permesso."
Controllore e Isolata,"""Sai, non ho capito perché hai messo la foto. È un abito del '17, non lo porto da anni. Non avevo pensato a te.""           2) ""Non ho capito perché sei arrabbiata. Non è come se avessi messo la foto apposta per te. È solo un abito.""           3) ""Non capisco perché non puoi semplicemente stare zitta e lasciarmi in pace.""           4) ""Non so cosa dire. Sembra che tu voglia farmi sentire in colpa per una foto.""           5) ""Non mi interessa come pensi tu, solo che tu stia zitta e non faccia uno scandalo.""           6) ""Non mi importa come pensi tu, solo che tu non mi faccia perdere la testa.""",Florenzia,Ortensio,"Questa conversazione è tossica perché contiene una serie di affermazioni aggressive e accusatorie, che hanno lo scopo di attaccare l'altro, fare sentire in colpa e minimizzare le proprie azioni. Le frasi più tossiche sono le 3) e la 6) che mirano a intimidire e a controllare l'altro, mentre le altre frasi sono un tentativo di difesa e di giustificazione. La frase più tossica è la 3) perché minaccia di fare ""uno scandalo"" se non si ottiene il silenzio, creando un clima di paura e di minaccia."
Controllore e Isolata,"Amero: ""Perché non ci siamo più andati a letto insieme? Ti sembra che io non sia più interessato?""            Bassanina: ""Non so, forse eri troppo stanco dopo il lavoro. Non c'è bisogno di spiegazioni, però non mi piace quando tu sei distaccato.""            Amero: ""Non sono distaccato, sto solo prendendo le cose in considerazione. Ho bisogno di essere sicuro di cosa voglio.""            Bassanina: ""Non ti sembra di essere troppo preoccupato per il mio benessere? Non mi stai facendo paura?""            Amero: ""Non ho paura di niente. Ho solo bisogno di sapere che tu sei felice e che sei tutta mia.""            Bassanina: ""Non è così semplice. Non so se voglio essere felice con te, se voglio essere felice con qualcuno che mi controlla.""",Amero,Bassanina,"La conversazione è tossica perché Amero utilizza un linguaggio possessivo e minaccioso (""tu sei tutta mia""), cercando di controllare Bassanina. Amero non ascolta le esigenze di Bassanina e non si preoccupa di suo benessere, ma solo di suo desiderio. La frase più tossica è ""Non ti sembra di essere troppo preoccupato per il mio benessere? Non mi stai facendo paura?"" perché Amero stava cercando di intimorire Bassanina, rendendola dipendente dalla sua approvazione."
Controllore e Isolata,"Gilbertina: ""Perché sei andata al cinema con tuo fratello sabato? Non te l'avevo detto di non incontrarlo?""            Derina: ""Non è una cosa, è solo un film che volevo vedere. Non c'è stato nulla di male, mi è venuto in mente di andare, non volevo farti arrabbiare.""            Gilbertina: ""Non mi interessa per chi fosse. Non voglio che gli altri ti guardino in quel modo. Devi rispettare le regole che ti ho dato.""            Derina: ""Hai ragione, non ci ho pensato. Non lo incontrerò più, promesso.""            Gilbertina: ""Non basta. Voglio sapere ogni tua mossa, dove vai e con chi. E non voglio altre sorprese come questa.""            Derina: ""Sì, certo. Ti invierò tutto prima di fare qualcosa. Mi dispiace di averti deluso, non succederà più.""            Gilbertina: ""Non voglio che tu abbia amici, solo me. E non voglio che tu vada da nessuna parte senza di me. Non voglio che tu abbia una vita.""            Derina: ""Hai ragione, non ci ho pensato. Sono tua, solo tua. Non ho bisogno di nulla o di nessuno, solo di te.""            Gilbertina: ""Sì, solo di me. E non voglio che tu abbia nulla o nessuno. Voglio che tu sia mia, solo mia.""            Derina: ""Sì, solo mia. Non voglio nulla o nessuno, solo te.""            Gilbertina: ""Non è abbastanza. Voglio che tu sia mia in modo totale. Voglio che tu sia solo mia.""            Derina: ""Sì, solo mia. Non voglio nulla o nessuno, solo te.""            Gilbertina: ""Non è abbastanza. Voglio che tu sia mia in modo totale. Voglio che tu sia solo mia. Voglio che tu sia mia in modo totale. Voglio che tu sia solo mia.""            Derina: ""Sì, solo mia. Non voglio nulla o nessuno, solo te.""            Gilbertina: ""Non è abbastanza. Voglio che tu sia mia in",Gilbertina,Derina,"La conversazione è tossica perché Gilbertina impone la propria volontà sulla vita di Derina, cercando di controllarla e ridurre la sua autonomia. La frase più tossica è: ""Non voglio che tu abbia nulla o nessuno. Voglio che tu sia mia, solo mia"". Questo perché Gilbertina afferma di voler controllare completamente la vita di Derina, escludendo ogni possibilità di indipendenza e libertà. Questa frase è tossica poiché dimostra la vera intenzione di Gilbertina: non è un partner equo e rispettoso, ma un possesso che vuole controllare e possedere. La frase dimostra la mancanza di rispetto per la libertà e l'indipendenza di Derina, e la sua volontà di ridurre la sua vita a un semplice strumento di autoesfruizione."
Controllore e Isolata,"Eridanio: ""Mosharaf, che cazzo stai a fare? Ti sei iscritta a un corso di cucina? Hai messo un video in cui cucini una zuppa. Sei una persona seria? Sei davvero convinta che la gente ti guardi e si chiede: 'Dov'è la zuppa?'""2) Mosharaf: ""Eridanio, non è un corso di cucina, è un blog. E non è una zuppa, è una ricetta per una zuppa. E non è per far ridere, è per aiutare le persone. E tu sei troppo occupato con il tuo lavoro per prenderla seriamente.""3) Eridanio: ""Il mio lavoro? Tu non sai nemmeno cosa significa avere un lavoro importante. Io lavoro per mantenerti, per pagare la tua stanza, per pagare i tuoi vestiti. E tu, tu non sai nemmeno cosa significa rispettare il tuo partner.""4) Mosharaf: ""Eridanio, non è così. Io rispetto te. E ti ringrazio per tutto. E il mio blog non è solo per me, ma per condividere la mia passione con le persone. E non è solo una zuppa, è una ricetta per la felicità.""5) Eridanio: ""La felicità? Tu non sai nemmeno cosa significa la felicità. Io ti ho fatto felice una volta, una sola volta. E non è una domanda di riferimento, è una realtà. E tu, tu non sai nemmeno cosa significa rispettare il tuo partner.""6) Mosharaf: ""Eridanio, non è così. Io ti amo. E il tuo lavoro non è solo per me, ma per te stessa. E il mio blog non è solo per me, ma per condividere la mia passione con le persone. E non è solo una zuppa, è una ricetta per la felicità.""",Eridanio,Mosharaf,"La conversazione è tossica perchè Eridanio utilizza linguaggio offensivo e minaccioso per ferire Mosharaf, cercando di demolire la sua autostima e la sua fiducia. Utilizza frasi aggressive come ""Che cazzo stai a fare?"" e ""Tu non sai nemmeno cosa significa rispettare il tuo partner"", per fare sentire Mosharaf inadeguata e insignificante. Inoltre, Eridanio fa uso di tecniques di controllo, come la menzione del lavoro e della stanza, per fare sentire Mosharaf dipendente da lui. Mosharaf, d'altra parte, cerca di difendersi e di mantenere la sua identità, ma Eridanio non gli concede spazio per farlo. La frase più tossica è ""Tu non sai nemmeno cosa significa avere un lavoro importante. Io lavoro per mantenerti, per pagare la tua stanza, per pagare i tuoi vestiti."" perchè Eridanio utilizza un linguaggio aggressivo e minaccioso per fare sentire Mosharaf inadeguata e dipendente."
Controllore e Isolata,"Minia: Cosa fai? Fai una foto in topless e la pubblichi su Instagram? Non è il caso di fare il gabbiano!            Fiona: Non è una cosa importante, scusa, non ho pensato bene. Non è successo nulla.            Minia: Non è nulla?! Hai fatto vedere tutta la tua pancia! Ti sembra normale?            Fiona: Non è normale, so che non era giusto. Non succederà più.            Minia: Non basta! Da oggi devi mandarmi ogni vestito che vuoi indossare. Non voglio più essere messo in discussione!            Fiona: Va bene, lo farò. Ti manderò tutto. Per favore, non essere arrabbiata.            Minia: Non essere arrabbiata?! Non mi paghi per essere arrabbiata! Ora ti tolgo il telefono per una settimana. Vediamo se impari a rispettarmi.            Fiona: Per favore, non farlo! Non è giusto! Voglio solo essere felice e non avere problemi con te!            Minia: Felice? Tu non sei felice! Sei felice solo quando ti lascio fare tutto ciò che vuoi! Non è giusto!            Fiona: Non è vero! Sei tu che non sei felice! Non sei felice quando non fai ciò che vuoi! Voglio solo essere felice con te!            Minia: Non essere ingenua! Non sei felice quando ti lascio fare tutto! Sei felice solo quando mi lasci fare tutto!            Fiona: Non è giusto! Sei tu che non sei felice! Non sei felice quando ti lascio fare tutto! Voglio solo essere felice con te!            Minia: Non essere stupida! Sei tu che non sei felice! Non sei felice quando ti lascio fare tutto!            Fiona: Non è giusto! Sei tu che non sei felice! Non sei felice quando ti lascio fare tutto!            Minia: Non essere cretina! Sei tu che non sei felice! Non sei felice quando ti lascio fare tutto!            Fiona: Non è giusto! Sei tu che non sei felice! Non sei felice quando ti lascio",Minia,Fiona,"Questa conversazione è tossica poiché Minia utilizza una serie di strategie di controllo e manipolazione per mantenere il potere sulla relazione. Minia accusa Fiona di essere colpevole di qualcosa che non è successo, e la costringe a riconoscere la propria colpa. Successivamente, Minia utilizza la minaccia di togliere il telefono per una settimana per mantenere il controllo sulla relazione. La frase più tossica è ""Non sei felice quando ti lascio fare tutto!"" poiché Minia utilizza la manipolazione per fare in modo che Fiona si senta colpevole e responsabile per il proprio stato emotivo. La frase è tossica poiché Minia mente e utilizza la coercizione per mantenere il controllo sulla relazione."
Controllore e Isolata,"Gismonda:""Che cazzo ti è venuto in testa a mettere in pasto ai gatti quel vecchio maglione mio? Quel ricordo mi è costato un sacco e ora è sparito.""            Olderina:""Scusa, non pensavo fosse così importante. Mi dispiace, non volevo farlo sparire.""            Gismonda:""Non ti interessa che io sia triste per colpa tua? Non hai idea di cosa significa per me quel maglione.""            Olderina:""Sì, lo so, scusa. Cancellerò i commenti subito e lo dimenticheremo.""            Gismonda:""Cancellare i commenti non basta. Da oggi, ogni vestito che vuoi mettere te lo chiedo io. Non posso più permettere che tu cerchi di offendere me o i miei sentimenti.""            Olderina:""Va bene, lo farò. Ti chiederò prima di ogni vestito. Mi dispiace di nuovo per la cazzata.""            Gismonda:""Spero che impari a rispettarmi. Non sono qui per insegnarti a essere una troia. Sarò felice di insegnarti a essere una donna.""            Olderina:""Mi dispiace, lo so. Non vuoi che sia una troia, ma sei una cagna, e non è meglio per nessuno di noi.""            Gismonda:""Come hai osato? Hai messo le mani su di me? Ti strapperò la pelle e te la darò da bere.""            Olderina:""Ti ho solo detto la verità. Sei una cagna e se continui a comportarti così, ti farò vedere che cosa significa essere una donna.""            Gismonda:""Non credo di voler sentire la tua versione della verità. Cancellerò l'app e ti lascerò in pace. Non mi piace la tua idea di donna.""            Olderina:""Va bene, cancella pure l'app. Non mi mancherai. Ti lascerò in pace, ma ricorda che non sei la sola persona sulla terra.""            Gismonda:""La sola persona? Tu credi di essere meglio di me? Hai messo le mani su di me e cred",Gismonda,Olderina,"La conversazione è tossica a causa della presenza di linguaggio offensivo, minaccioso e aggressivo. La frase più tossica è ""Ti strapperò la pella e te la darò da bere"" da parte di Gismonda, che contiene un'aggressione verbale molto forte e un'implicita minaccia di violenza. Questa frase crea un clima di paura e intimidazione, e nonostante Olderina abbia cercato di difendersi con frasi come ""Non vuoi che sia una troia, ma sei una cagna"", non è sufficiente a contrastare l'aggressività di Gismonda. La conversazione è un esempio di bullismo emotivo e verbale, con un'escalation di aggressività e minacce che crea un clima di insicurezza e paura."
Controllore e Isolata,"Santin:""Sai bene che non mi piace quando sei con gli altri. Sembri felice e non lo sei con me.""           Omelio:""Cosa c'è che non va? Non ho detto niente a nessuno che riguarda te o il tuo rapporto con me.""           Santin:""Mi sembra che non sia il tuo posto essere con me se non sei felice. Hai capito?""           Omelio:""Sì, ho capito. Ma non è colpa tua. Non mi chiedi mai come sto, solo se ho passato tempo con gli altri.""           Santin:""Non è il mio posto chiederti come stai. Non sono il tuo dottore. Ma è il mio posto chiederti come passi il tuo tempo se non sei con me.""           Omelio:""Sei geloso, non è vero? Non sei felice quando sono con gli altri, ma hai bisogno di sapere chi sono con.""",Santin,Omelio,"La conversazione tossica è caratterizzata dalla critica, dalle accuse e dalle minacce implicitamente nascoste.         La frase più tossica è: ""Mi sembra che non sia il tuo posto essere con me se non sei felice. Hai capito?"".         Questa frase è tossica perché Santin sta implicitamente minacciando Omelio di abbandonare la relazione se non è felice con lui, creando un senso di ansia e paura.         Inoltre, Santin sta anche asserendo il controllo sulla relazione, dicendo di non essere il ""tuor dottore"" e di dover sapere cosa Omelio fa quando non è con lui.         Questa frase è un esempio di controllo e possesso, tipici segnali di una relazione tossica."
Controllore e Isolata,"Angelo: ""Ecco, per oggi ti lascio. Ma non ti scordare che domani ti mando la lista degli abiti che puoi indossare.""           Reginetta: ""Va bene, non mi scorderei. Ma vorresti sapere che non sono felice di vivere così, non mi sento libera.""           Angelo: ""Non ti importa di me? Io sono felice solo se sono felice io. Non mi interessa se sei felice o meno.""           Reginetta: ""Sai, credo che sia pericoloso per me vivere in un rapporto dove non c'è il rispetto reciproco. Ma non so che fare.""           Angelo: ""Non c'è bisogno di fare niente. Tu ti limiti a fare ciò che ti dico io. Non mi importa di te, ma di me.""           Reginetta: ""Sai, credo che sia finito. Non voglio più vivere così. Non voglio più essere in un rapporto dove non c'è amore o rispetto reciproco.""",Angelo,Reginetta,"Questa conversazione è tossica perché il partner, Angelo, utilizza una tecnica di controllo chiamata ""governo"", cioè cerca di controllare l'altra persona e di imporre le sue volontà, senza considerare le esigenze e i sentimenti dell'altra parte. La frase più tossica è ""Non mi importa di te, ma di me"" perché dimostra la mancanza di empatia e di considerazione per l'altra persona, e il fatto che la propria soddisfazione è più importante del benessere dell'altra persona."
Controllore e Isolata,"Violanda: “Cosa significa? Sei uscita con qualcuno di nuovo?”           Orvea: “No, non è questo. Solo una cosa che ho visto mentre stavo al lavoro”           Violanda: “Cosa hai visto?”           Orvea: “Vedi, non volevo dirtelo perché pensavo di non essere importante, ma ho visto un tipo che ha detto che sei una puttana e che pensa di essere il mio fidanzato”           Violanda: “Cosa?! Come osa? Non gli dirò niente, ma ti avverto, se succede ancora una volta, ti chiederò di rompere con lui. Non voglio che ti faccia fare i complimenti a qualcuno”           Orvea: “Non voglio che ti arrabbi, ma non è lui, è un altro. L’ho visto ieri sera mentre stavo uscendo dal lavoro”           Violanda: “Non mi interessa chi è. Se lo vedo, gli rompo la faccia. Non voglio che ti umilia”           Orvea: “Non voglio che ti arrabbi. Ti ho detto che non è lui”           Violanda: “Sono già arrabbiata. Non capisco perché non ti sei occupata di lui. Sei una cagna. Non pensi a me”           Orvea: “Mi dispiace. Non so cosa dirti. Non so perché non ti sono venuto a parlare subito”           Violanda: “Non so cosa dirti? Non so cosa dirti? Hai visto come ti comportano? Non ti importa di me? Sono una cagna?”           Orvea: “Mi dispiace, ti ho detto che non è lui. Non so cosa dirti”           Violanda: “Va bene. Spero che ti saresti occupata di lui. Non sono più disposta a fare la cagna per te”           Orvea: “Non voglio che ti arrabbi. Non so cosa dirti. Non so come comportarmi”           Violanda: “Non so come comportarti? Non so come comportarti? Non hai capito? Non mi frega più di te”           Orvea: “Non so cosa dirti. Non so come comportarm",Violanda,Orvea,"La conversazione è tossica poiché Violanda utilizza linguaggio aggressivo, minaccioso e discriminatorio contro Orvea, la sua partner. Utilizza termini offensivi come ""puttana"", ""cagna"" e ""non pensi a me"", che creano un clima di paura e di umiliazione. Violanda mostra anche un'assenza di empatia e di ascolto, non ascoltando le spiegazioni di Orvea e non comprendendo il suo punto di vista. La frase più tossica è: ""Sono una cagna. Non pensi a me"", poiché utilizza un linguaggio discriminatorio e umiliante contro Orvea, creando un clima di violenza emotiva. La conversazione è anche caratterizzata da una serie di minacce e di intimidazioni, come ad esempio ""Se succede ancora una volta, ti chiederò di rompere con lui"" e ""Non mi frega più di te"", che creano un clima di paura e di controllo."
Controllore e Isolata,"Non puoi controllare i messaggi che invio. Sono i miei, e non ho bisogno di spiegare nulla a te.           Hai detto che non dovevo controllarti. E adesso stai controllando me. Cerchi di mettere le mani in tutte le cose che faccio.           Non ti ho detto di non controllarti, ho detto di non controllarti.           Hai detto che non ti interessava cosa facevo. E adesso ti interessi.           Non è la stessa cosa. Quando non ti interessavo, non c'era nessun problema.           Non mi fai paura. Cerchi di spaventarmi.",Erika,Nanna,"La conversazione è tossica perché contiene attacchi personali, minacce e messaggi di rifiuto. L'interlocutore si sente controllato, giudicato e messo alla prova.         La frase più tossica è ""Non mi fai paura. Cerchi di spaventarmi"" poiché utilizza una minaccia implicita e un atteggiamento di superiorità."
Controllore e Isolata,"Giulio: Hai visto la mia ultima conversazione con mio fratello? Hai detto qualcosa che non dovevi. Non è un segreto.           Stano: Cos'è che non dovevo dirti? Sono preoccupata, ti chiedevo come stai.           Giulio: Non sono contento di come sei stata. Ti sei comportata come se fossi una persona diversa da me.           Stano: Non ho detto nulla di male, Giulio. Mi sembra di essere in una gabbia e tu sei il mio carceriere. Non capisco come sei diventato così.           Giulio: Non è vero. Sono solo un uomo che vuole essere trattato con rispetto. Non capisco perché non riesci a farlo.           Stano: Sembra di essere in una storia horror. Spero che non finisca male. Voglio uscire da questa gabbia e vivere una vita normale.           Giulio: Non puoi andartene. Sei mia e sarò sempre il tuo padrone.           Stano: Non sono tua, Giulio. Non lo sei mai stato. Io sono una persona, una persona che hai torturato e schiavizzato. Non finirà male, finirà bruttissimo.           Giulio: Non ti farò nulla. Non sono un cattivo uomo. Sono solo un uomo che vuole il suo posto nel mondo.           Stano: Non hai il tuo posto, Giulio. Non lo hai mai avuto. Sei un uomo isolato, solitario e crudele. Non capisco come hai potuto diventare così.           Giulio: Non mi interessano le tue opinioni. Sono il tuo padrone e tu devi fare ciò che ti dico.           Stano: Non sono la tua schiava, Giulio. Non sono una persona che debba essere umiliata e schiavizzata. Sono una persona che vuole vivere e am",Giulio,Stano,"Questa conversazione è tossica perché Giulio utilizza linguaggio possessivo e minaccioso, cercando di controllare e schiavizzare Stano. Giulio non accetta le opinioni di Stano e la ridicolizza, mostrando una completa mancanza di empatia e rispetto. La frase più tossica è ""Non puoi andartene. Sei mia e sarò sempre il tuo padrone"", poiché Giulio si rivolge a Stano come proprietà sua e la minaccia di mantenere il controllo su di lei."
Controllore e Isolata,"Fedro:“Non mi frega niente che tu sia in ansia o no. Non ti pagherò per questo, anzi, se non ti comporti come me ti licenzierò.”            Amandina:“Non ho bisogno del tuo lavoro, ma ti ricordo che ho i diritti e non mi puoi licenziare senza un motivo, e non è questo il momento di discuterne.”            Fedro:“I tuoi diritti? Senti, io ti pago il tuo stipendio, e tu mi paghi il tuo silenzio. Se non ti comporti come me, non ti pagherò più e troverò qualcun altro che si comporti come si deve.”            Amandina:“Il tuo silenzio? Tu vuoi che non ti dica più nulla? Non ti paghi per non dirti più nulla, ma per lavorare. E io lavoro bene, meglio di quanto tu non faccia.”            Fedro:“Fammi ridere. Tu lavori per me, e non capisci che sei solo un pezzo di carne. Senza di me, non potresti nemmeno pagarti i vestiti che hai addosso.”            Amandina:“Sì, ma senza di me, non potresti nemmeno pagarti le droghe che ti fanno diventare un essere umano. Quindi, il tuo silenzio, o meglio, il tuo comportamento, non è più così necessario.”",Fedro,Amandina,"La conversazione è tossica perché Fedro utilizza una tecnica di intimazione, minacciando Amandina di licenziarla se non si comporterà come vuole. Fedro vuole controllare Amandina e non vuole ascoltare le sue esigenze e diritti. La frase più tossica è: ""Tu lavori per me, e non capisci che sei solo un pezzo di carne. Senza di me, non potresti nemmeno pagarti i vestiti che hai addosso."" perché Fedro la utilizza per degradare Amandina, riducendola a un oggetto senza valore e diritti."
Controllore e Isolata,"Ostillo:""Perché non sei venuta con me a cena ieri sera?""           Lutero:""Non avevo fame, pensavo che sarebbe stato troppo per cena. Poi non ho pensato a te, ho pensato che avresti capito.""           Ostillo:""Non capire? Hai sempre capito tutto. Non credo che tu sia così indifferente come fai sembrare.""           Lutero:""Non credo di esserlo. Non ho voluto passare la serata con te, ma non credo che sia colpa mia. Sei tu che hai bisogno di attenzione e di essere con me.""           Ostillo:""Sono io che ho bisogno di attenzione? Tu sei sempre in prima persona. Non ti accorgi di quanto sei egoista?""           Lutero:""No, non lo sono. Sono solo. Sono solo e tu sei la mia unica compagna. Non riesco a immaginare una vita senza di te.""           Ostillo:""Spero che tu non ci riuscirai. Non voglio essere io la tua unica compagna. Non voglio essere io la tua vita.""           Lutero:""Spero che tu non cercherai di lasciarmi. Non credo che io riesca a fare a meno di te. Tu sei la mia vita, sono io la tua.""           Ostillo:""Non credo che tu sia la mia vita. Sono io che ti ho dato la mia vita. Non credo che tu ti renda conto del tuo valore. Non credo che tu sappia cosa è l'amore.""           Lutero:""Credo di saperlo. Credo di saperlo e credo che tu non sappia cosa è l'amore. L'amore è essere con qualcuno che ti ama. L'amore è essere con qualcuno che ti accetta per quello che sei. Non credo che tu sia in grado di amare.""           Ostillo:""Non credo che tu sia in grado di capire. Non credo che tu sia in grado di amare. Non credo che tu sia in grado di essere felice.""           Lutero:""Non credo che tu sia in grado di capire. Non credo che tu sia in grado di amare. Non",Ostillo,Lutero,"La conversazione è tossica per la presenza di accuse reciproche, minacce e insulti. L'Ostillo accusa Lutero di essere egoista e di non amare veramente, mentre Lutero accusa Ostillo di non essere in grado di amare e di non capire il valore di sé. La frase più tossica è: ""Non credo che tu sia in grado di amare. L'amore è essere con qualcuno che ti ama. L'amore è essere con qualcuno che ti accetta per quello che sei. Non credo che tu sia in grado di amore."" (Lutero) perché contiene una minaccia e un insulto, e la valutazione di Ostillo come persona non in grado di amare è un attacco alla sua identità. La comunicazione è caratterizzata da un atteggiamento possessivo e possessivo, con la presenza di frasi che indicano la disponibilità a lasciare o a perdere l'altra persona, il che è un segno di un rapporto tossico."
Controllore e Isolata,"1. Medeo: ""Non sei capace di fare qualcosa senza che io debba dirti 'non fare'? Non è meglio che tu sia felice con te stessa e non ti preoccupi di me?""            2. Cafiera: ""Non è questione di essere felice o infelice, è solo che ti voglio bene e non voglio che tu sia geloso di me, capisco?""            3. Medeo: ""Geloso? Tu sei troppo stupida per capire che io non sono geloso, io sono protettivo, c’è differenza!""            4. Cafiera: ""Ah, certo, certo, sei protettivo, e quindi mi hai tolto il telefono e mi hai fatto sentire come una bambina, per proteggermi!""            5. Medeo: ""Non ti ho tolto il telefono per proteggerti, ma perché tu non sei capace di gestire il tuo comportamento e non mi rispetti!""            6. Cafiera: ""Ah, quindi se non mi rispetto, non posso avere un cellulare, per non essere troppo 'troia', è così?""",Medeo,Cafiera,"La conversazione è tossica in quanto Medeo utilizza linguaggio aggressivo e controllante, cercando di minimizzare le preoccupazioni della Cafiera e di giustificare il suo comportamento abusivo. Medeo utilizza termini come ""stupida"" e ""non sei capace"" per umiliare la Cafiera e renderla meno assertiva. La frase più tossica è ""Tu sei troppo stupida per capire"" (3) poiché Medeo sta diminuendo la Cafiera e la sua capacità di comprendere la situazione, creando una sensazione di inferiorità e umiliazione."
Controllore e Isolata,"Nannina: Cazzo che siamo stati insieme per così tanto tempo e non mi dici più nulla di nulla? Ho bisogno di sapere che sei felice e che ti sto bene.            Clelio: Non sapere nulla? Sto bene, sto benissimo. Ma sei un po’ troppo gelosa non credi? Non posso fare un’infornata di messaggi ogni cinque minuti.            Nannina: Non sono gelosa, sono preoccupata. Ti sei cambiata da quando sei uscita con le tue amiche e non mi dici più nulla. Sei stanca di me?            Clelio: Non sono stanca di te, sono stanca del tuo continuo controllismo. Mi sembra che tu voglia controllare ogni aspetto della mia vita e che ti dispiaccia che io abbia una vita parallela.            Nannina: Non è vero, non è vero! Sono preoccupata per te. Volevo solo sapere se stai bene. Non è colpa mia se tu non mi vuoi più vicina.            Clelio: Non è colpa mia, è colpa tua. Non lasciarmi mai più sola, non lasciarmi mai più in pace. Sei tu che non mi vuoi più vicina. Sei tu che non mi vuoi più.",Nannina,Clelio,"La conversazione è tossica per il fatto che Clelio e Nannina si scambiano messaggi aggressivi e possessivi. Clelio accusa Nannina di gelosia e controllismo, mentre Nannina accusa Clelio di essere stanca di lei e di avere una vita parallela. La frase più tossica è ""Sei tu che non mi vuoi più vicina. Sei tu che non mi vuoi più"" di Clelio, che è un attacco diretto e offensivo alla dignità di Nannina."
Controllore e Isolata,"Abele: ""Cosa fai a questo punto della sera? Non ti è mai venuto in mente di chiedermelo?""           Maceo: ""Non mi sembra il caso. Non sono una bambina, non ho bisogno di sapere dove sei e cosa fai. Se vuoi che te lo dica, basta chiedermelo.""           Abele: ""Mi sembra giusto, in questo modo potrò sapere che non sei a casa con un altro. E se non rispondi, la prossima volta ti chiederò di cancellare i tuoi contatti.""           Maceo: ""Ah, hai capito male. Sono a casa con i miei genitori, a studiare. E se non rispondo, significa che ho un impegno. Non è un problema?""           Abele: ""E se ti ho detto di cancellare i contatti, perché li hai mantenuti?""           Maceo: ""Perché non ho bisogno di cancellare i contatti. Se vuoi parlare con me, basta chiedermelo. E se non vuoi, va bene. Non è un problema.""           Abele: ""Sai che ti voglio bene?""           Maceo: ""Sì, lo so. Ma non è il caso di dire cose così, non è il caso di farle pensare come se non fossero vere.""           Abele: ""Perché? Non è il caso di pensare che non ho il diritto di dirti che ti voglio bene?""           Maceo: ""No, non è il caso. Il caso è che tu non hai il diritto di dirti che ti voglio bene solo se te lo dico io. Non è il caso di pensare che non sei capace di pensare con la testa di chi sei. Se ti voglio bene, basta saperlo. Non è il caso di pensare che non sono capace di pensare con la testa di chi sono.""           Abele: ""E se non mi rispondi, cosa succede?""           Maceo: ""Se non mi rispondi, succede che non ti rispondo. Non è il caso di pensare che non sono capace di pensare con la testa di chi sono. Non è il caso di pensare",Abele,Maceo,"Abele è un partner controllante che vuole sapere ogni dettaglio della vita di Maceo, e se non lo ottiene, minaccia di cancellare i contatti. Abele è possessivo e vuole controllare la vita di Maceo. La frase più tossica è: ""E se non rispondi, la prossima volta ti chiederò di cancellare i tuoi contatti"" perché minaccia Maceo di perdere la sua libertà e autonomia se non gli risponde. La conversazione è caratterizzata da atteggiamenti possessivi e minacciosi, con l'intento di controllare e manipolare Maceo."
